Cluster,Species1,Species2,Mean_Syn,SD_Syn,Mean_Nonsyn,SD_Nonsyn,No_of_Codon,dNdS,Species1_num_copies,Species2_num_copies,Mean_Syn_count,SD_Syn_count,Mean_Nonsyn_count,SD_Nonsyn_count,Family,mean_dNdS,mean_dN,mean_dS,frac_below1,frac_above1,selection
SPANXN2,HomSap,PanPan,0.0626,0.0382,0.0829,0.0556,85,1.3246,2,2,4.25,2.5981,15.5,10.4003,SPANX,1.527801202939384,0.08316140536625,0.06249669237075,0.2156,0.7844,nonsignificant
SPANXN2,HomSap,GorGor,0.134,0.0348,0.1425,0.0497,85,1.0635,2,2,9.2083,2.4509,26.5417,9.232,SPANX,1.1125417350153881,0.14264183787675003,0.133857776007,0.3763,0.6237,nonsignificant
SPANXN2,HomSap,PonPyg,0.0889,0.0346,0.0787,0.0509,85,0.885,2,2,6.0,2.3452,14.75,9.5438,SPANX,0.9797465979834912,0.07886982319500001,0.0890582143955,0.6213,0.3787,nonsignificant
SPANXN2,HomSap,PonAbe,0.0921,0.0466,0.0762,0.0624,85,0.8273,2,1,6.25,3.182,14.25,11.6673,SPANX,0.9545841106681879,0.076349942372,0.092252041054,0.6554,0.3446,nonsignificant
SPANXN2,HomSap,SymSyn,0.145,0.0262,0.1612,0.1044,85,1.112,2,3,9.8611,1.8117,30.1389,19.4906,SPANX,1.1630623444694626,0.16156175950916668,0.1447993759805,0.3048,0.6952,nonsignificant
SPANXN2,HomSap,MacFas,0.1083,0.0173,0.097,0.0315,85,0.8956,2,3,7.3333,1.1255,18.1667,5.8963,SPANX,0.9731844796572401,0.09730466967283333,0.10818016838283334,0.6128,0.3872,nonsignificant
SPANXN2,PanPan,GorGor,0.1233,0.0377,0.1531,0.0397,85,1.2416,2,2,8.5,2.6771,28.5,7.2915,SPANX,1.3060231563034534,0.15333050752975,0.12328814961974999,0.1747,0.8253,nonsignificant
SPANXN2,PanPan,PonPyg,0.0851,0.0429,0.0867,0.0544,85,1.0186,2,2,5.75,2.9011,16.25,10.1858,SPANX,1.1261802038063442,0.08695377375600001,0.08529956566824999,0.4679,0.5321,nonsignificant
SPANXN2,PanPan,PonAbe,0.0774,0.068,0.0815,0.0698,85,1.0524,2,1,5.25,4.5962,15.25,13.0815,SPANX,1.2326874831149848,0.08168780023099999,0.077612277436,0.4342,0.5658,nonsignificant
SPANXN2,PanPan,SymSyn,0.1348,0.0317,0.1686,0.1105,85,1.2507,2,3,9.1806,2.1682,31.4861,20.5837,SPANX,1.3099586334814577,0.16891901276683333,0.13460556076366667,0.1432,0.8568,nonsignificant
SPANXN2,PanPan,MacFas,0.0935,0.0275,0.1096,0.0273,85,1.1722,2,3,6.3333,1.8074,20.5,5.0695,SPANX,1.277225750526213,0.10984826347233334,0.09334571043749999,0.2977,0.7023,nonsignificant
SPANXN2,GorGor,PonPyg,0.1462,0.0438,0.1501,0.0402,85,1.0268,2,2,10.0,3.0277,28.0,7.3824,SPANX,1.0728125755052615,0.15019915960174998,0.1462512050705,0.4406,0.5594,nonsignificant
SPANXN2,GorGor,PonAbe,0.127,0.0653,0.1732,0.0521,85,1.3639,2,1,8.75,4.5962,32.25,9.5459,SPANX,1.46303056893527,0.173413933589,0.12690575642000002,0.1303,0.8697,nonsignificant
SPANXN2,GorGor,SymSyn,0.1564,0.0284,0.1849,0.0439,85,1.1821,2,3,10.7778,2.0566,34.3889,8.0317,SPANX,1.2204458853004851,0.1850634278711667,0.15624540685433333,0.1787,0.8213,nonsignificant
SPANXN2,GorGor,MacFas,0.1405,0.0456,0.1432,0.0611,85,1.0199,2,3,9.6389,3.1366,26.6944,11.3761,SPANX,1.0616573524163104,0.143325535958,0.14064757154899998,0.4607,0.5393,nonsignificant
SPANXN2,PonPyg,PonAbe,0.0707,0.1,0.0626,0.0885,85,0.8846,2,1,4.75,6.7175,11.75,16.617,SPANX,1.0041686168064108,0.06271234915300002,0.07090529867,0.6115,0.3883,nonsignificant
SPANXN2,PonPyg,SymSyn,0.1442,0.0459,0.1571,0.11,85,1.09,2,3,9.75,3.0961,29.4167,20.5618,SPANX,1.1363143271023832,0.157340536501,0.14398698519699998,0.3414,0.6586,nonsignificant
SPANXN2,PonPyg,MacFas,0.1064,0.0139,0.0995,0.029,85,0.9355,2,3,7.1667,0.8756,18.6667,5.4099,SPANX,1.006514668201078,0.09970659541016666,0.106297606305,0.5705,0.4295,nonsignificant
SPANXN2,PonAbe,SymSyn,0.1152,0.0248,0.1614,0.1308,85,1.4005,1,3,7.8333,1.6915,30.1667,24.4171,SPANX,1.4880060929350354,0.16156142994966669,0.11494096206066667,0.0815,0.9185,nonsignificant
SPANXN2,PonAbe,MacFas,0.1033,0.0072,0.1051,0.0362,85,1.0174,1,3,7.0,0.5,19.6667,6.7144,SPANX,1.137293621515054,0.105224767867,0.10331045699933333,0.4649,0.5351,nonsignificant
SPANXN2,SymSyn,MacFas,0.1509,0.0241,0.168,0.0778,85,1.1136,3,3,10.2407,1.614,31.4259,14.529,SPANX,1.1618046295739561,0.16826572902933334,0.1507803483317778,0.3027,0.6973,nonsignificant
SPANXN4,HomSap,PanPan,0.0185,,0.0255,,99,1.3742,1,1,1.5,,5.5,,SPANX,1.7479043976417132,0.025272088004,0.018448311104000005,0.3028,0.6971,nonsignificant
SPANXN4,HomSap,PonPyg,0.0248,,0.0278,,99,1.1212,1,1,2.0,,6.0,,SPANX,1.316563281824971,0.027731579353999995,0.024587888578,0.4155,0.5845,nonsignificant
SPANXN4,HomSap,SymSyn,0.0495,,0.0324,,99,0.654,1,1,4.0,,7.0,,SPANX,0.8553098637634837,0.032373467511,0.049659017008,0.7306,0.2694,nonsignificant
SPANXN4,HomSap,MacFas,0.0619,,0.0555,,99,0.8969,1,1,5.0,,12.0,,SPANX,1.1464117553952604,0.055186054725999995,0.061788072074,0.5763,0.4234,nonsignificant
SPANXN4,PanPan,PonPyg,0.0123,,0.0324,,99,2.6354,1,1,1.0,,7.0,,SPANX,2.0418194413805524,0.032476031486,0.01227022289,0.1193,0.8807,nonsignificant
SPANXN4,PanPan,SymSyn,0.0369,,0.0371,,99,1.004,1,1,3.0,,8.0,,SPANX,1.2938871552676077,0.037127015379000004,0.03720937371,0.4818,0.5182,nonsignificant
SPANXN4,PanPan,MacFas,0.0492,,0.0695,,99,1.4118,1,1,4.0,,15.0,,SPANX,1.851672643093675,0.069207291178,0.04927710783,0.2469,0.7531,nonsignificant
SPANXN4,PonPyg,SymSyn,0.0247,,0.0232,,99,0.9386,1,1,2.0,,5.0,,SPANX,1.0919514019337868,0.023385961857000002,0.024989203908000003,0.5023,0.4977,nonsignificant
SPANXN4,PonPyg,MacFas,0.037,,0.0556,,99,1.5017,1,1,3.0,,12.0,,SPANX,1.9087295937952546,0.05544142734899999,0.037081632648999996,0.2192,0.7806,nonsignificant
SPANXN4,SymSyn,MacFas,0.0617,,0.0509,,99,0.8259,1,1,5.0,,11.0,,SPANX,1.0408737862207138,0.05077587736400001,0.062070861368,0.6293,0.3706,nonsignificant
SPANXN5,PanTro,GorGor,0.0152,0.0,0.0058,0.0,159,0.3803,2,1,2.0,0.0,2.0,0.0,SPANX,0.43639472482745667,0.005802913927,0.015411203721000001,0.7771,0.2229,nonsignificant
SPANXN5,PanTro,PonPyg,0.038,0.0043,0.0318,0.005,159,0.8388,2,2,5.0,0.5774,11.0,1.7321,SPANX,1.0686561808691273,0.031958374256999995,0.038021566917999995,0.6132,0.3868,nonsignificant
SPANXN5,PanTro,PonAbe,0.0379,0.0044,0.0333,0.0033,159,0.8778,2,2,5.0,0.5774,11.5,1.1547,SPANX,1.1185813387726378,0.033384805597,0.0379973967725,0.5835,0.4165,nonsignificant
SPANXN5,GorGor,PonPyg,0.0228,0.0053,0.026,0.0061,159,1.1419,1,2,3.0,0.7071,9.0,2.1213,SPANX,1.5784861704123014,0.026138959395499994,0.022665797355999998,0.3883,0.6117,nonsignificant
SPANXN5,GorGor,PonAbe,0.0228,0.0054,0.0275,0.0041,159,1.2065,1,2,3.0,0.7071,9.5,1.4142,SPANX,1.6645531886512392,0.027563000069000004,0.022653463598999998,0.3512,0.6488,nonsignificant
SPANXN5,PonPyg,PonAbe,0.0038,0.0044,0.0072,0.0037,159,1.9091,2,2,0.5,0.5774,2.5,1.291,SPANX,1.45949255223396,0.007235398499750001,0.0038553042525,0.2486,0.7514,nonsignificant
SPANXN5_2,HomSap,PanPan,0.0174,0.0,0.0,0.0,72,0.0,1,2,1.0,0.0,0.0,0.0,SPANX,0.0,0.0,0.017357733858,0.6406,0.3594,nonsignificant
PRKX,PanTro,HomSap,0.0458,,0.0013,,358,0.0284,1,1,14.0,,1.0,,TBL1X,0.030531634463575853,0.001291536683,0.045765362575999995,1.0,0.0,purifying
PRKX,PanTro,GorGor,0.036,,0.0,,358,0.0,1,1,11.0,,0.0,,TBL1X,0.0,0.0,0.036037859381,0.9999,0.0001,purifying
PRKX,PanTro,PonPyg,0.0556,,0.0026,,358,0.0468,1,1,17.0,,2.0,,TBL1X,0.04977869748962631,0.002593025451,0.055524860375000006,1.0,0.0,purifying
PRKX,PanTro,PonAbe,0.0589,,0.0013,,358,0.0221,1,1,18.0,,1.0,,TBL1X,0.02354465611779274,0.0013016419660000001,0.058784823899,1.0,0.0,purifying
PRKX,PanTro,SymSyn,0.0688,,0.0052,,358,0.0757,1,1,21.0,,4.0,,TBL1X,0.07922439669159867,0.005168501494999999,0.06898390110699999,1.0,0.0,purifying
PRKX,HomSap,GorGor,0.0295,,0.0013,,358,0.0442,1,1,9.0,,1.0,,TBL1X,0.04424026468067629,0.001291536683,0.029196560888,0.9999,0.0001,purifying
PRKX,HomSap,PonPyg,0.0753,,0.0013,,358,0.0173,1,1,23.0,,1.0,,TBL1X,0.01820285161881233,0.001301072238,0.075198692159,1.0,0.0,purifying
PRKX,HomSap,PonAbe,0.0785,,0.0026,,358,0.0331,1,1,24.0,,2.0,,TBL1X,0.03464213454748496,0.002593025451,0.078449819718,1.0,0.0,purifying
PRKX,HomSap,SymSyn,0.0754,,0.0065,,358,0.0863,1,1,23.0,,5.0,,TBL1X,0.08975747920132986,0.006458454714999999,0.075489025923,1.0,0.0,purifying
PRKX,GorGor,PonPyg,0.0785,,0.0026,,358,0.0331,1,1,24.0,,2.0,,TBL1X,0.03386997577801113,0.002593025451,0.07842797141200002,1.0,0.0,purifying
PRKX,GorGor,PonAbe,0.0818,,0.0013,,358,0.0159,1,1,25.0,,1.0,,TBL1X,0.016681053745221636,0.0013016419660000001,0.08167381236,1.0,0.0,purifying
PRKX,GorGor,SymSyn,0.0786,,0.0052,,358,0.0662,1,1,24.0,,4.0,,TBL1X,0.06886897571569855,0.005168501494999999,0.07871848933,1.0,0.0,purifying
PRKX,PonPyg,PonAbe,0.0033,,0.0013,,358,0.3978,1,1,1.0,,1.0,,TBL1X,0.3026641389074022,0.0012918010259999999,0.0032909284670000006,0.6033,0.3967,nonsignificant
PRKX,PonPyg,SymSyn,0.0721,,0.0065,,358,0.0903,1,1,22.0,,5.0,,TBL1X,0.09412826159648534,0.006458699952000001,0.072177656305,1.0,0.0,purifying
PRKX,PonAbe,SymSyn,0.0753,,0.0052,,358,0.0691,1,1,23.0,,4.0,,TBL1X,0.07197779944159755,0.005168614589000001,0.075431576046,1.0,0.0,purifying
PRKX_2,PanPan,MacFas,0.1019,,0.0239,,464,0.2341,1,1,41.5,,23.5,,TBL1X,0.2409514287635017,0.024045691364,0.101711710515,1.0,0.0,purifying
PonAbe_PonPyg_cluster1,PonPyg,PonAbe,0.0022,0.0,0.003,0.0006,536,1.3732,2,1,1.0,0.0,3.5,0.7071,TBL1X,1.0473178461343924,0.0030231093394999997,0.0022143568915,0.3542,0.6458,nonsignificant
TBL1X,PanTro,HomSap,0.0265,,0.0085,,566,0.3202,1,1,12.6667,,10.3333,,TBL1X,0.33709667930515613,0.008465976065,0.026404638885999997,0.998,0.002,purifying
TBL1X,PanTro,PanPan,0.0104,,0.0066,,566,0.6279,1,1,5.0,,8.0,,TBL1X,0.7643774055077687,0.006556719770999999,0.010406713072,0.7963,0.2037,nonsignificant
TBL1X,PanTro,GorGor,0.0369,,0.0085,,566,0.2298,1,1,17.6667,,10.3333,,TBL1X,0.23775498221463517,0.008468308916,0.036936225237000006,1.0,0.0,purifying
TBL1X,PanTro,PonPyg,0.0453,,0.0093,,566,0.2053,1,1,21.6667,,11.3333,,TBL1X,0.21215510744717953,0.009289940428,0.04518387895,1.0,0.0,purifying
TBL1X,PanTro,PonAbe,0.0432,,0.0093,,566,0.2152,1,1,20.6667,,11.3333,,TBL1X,0.22271256698687203,0.009289940428,0.04311042354499999,1.0,0.0,purifying
TBL1X,PanTro,SymSyn,0.062,,0.0093,,566,0.1498,1,1,29.6667,,11.3333,,TBL1X,0.1533979955886279,0.00928754111,0.061938181379,1.0,0.0,purifying
TBL1X,PanTro,MacFas,0.083,,0.0126,,566,0.1513,1,1,39.6667,,15.3333,,TBL1X,0.1544069092436119,0.01255365774,0.082968151461,1.0,0.0,purifying
TBL1X,HomSap,PanPan,0.0268,,0.0067,,566,0.2503,1,1,12.8333,,8.1667,,TBL1X,0.2624020733523707,0.00667395906,0.026715195853,0.9991,0.0009,purifying
TBL1X,HomSap,GorGor,0.0354,,0.0,,566,0.0,1,1,17.0,,0.0,,TBL1X,0.0,0.0,0.035509122042000005,1.0,0.0,purifying
TBL1X,HomSap,PonPyg,0.0438,,0.0008,,566,0.0187,1,1,21.0,,1.0,,TBL1X,0.019824678124913214,0.0008244768879999999,0.043742776687,1.0,0.0,purifying
TBL1X,HomSap,PonAbe,0.0417,,0.0008,,566,0.0197,1,1,20.0,,1.0,,TBL1X,0.02086879364245011,0.0008244768879999999,0.041672584896,1.0,0.0,purifying
TBL1X,HomSap,SymSyn,0.0605,,0.0008,,566,0.0136,1,1,29.0,,1.0,,TBL1X,0.014133825287456563,0.000824266096,0.060469538588,1.0,0.0,purifying
TBL1X,HomSap,MacFas,0.0857,,0.0041,,566,0.0478,1,1,41.0,,5.0,,TBL1X,0.049092971040028834,0.00409642902,0.08556740548200001,1.0,0.0,purifying
TBL1X,PanPan,GorGor,0.0372,,0.0067,,566,0.1803,1,1,17.8333,,8.1667,,TBL1X,0.1853369918795315,0.006675804640999999,0.037230507653,1.0,0.0,purifying
TBL1X,PanPan,PonPyg,0.0455,,0.0075,,566,0.1651,1,1,21.8333,,9.1667,,TBL1X,0.1700734952462574,0.007498417051999999,0.045465886149,1.0,0.0,purifying
TBL1X,PanPan,PonAbe,0.0435,,0.0075,,566,0.1731,1,1,20.8333,,9.1667,,TBL1X,0.17841803097960582,0.007498417051999999,0.043395569017,1.0,0.0,purifying
TBL1X,PanPan,SymSyn,0.0623,,0.0075,,566,0.1207,1,1,29.8333,,9.1667,,TBL1X,0.12325884902900235,0.007496477625,0.062194846135,1.0,0.0,purifying
TBL1X,PanPan,MacFas,0.0857,,0.0107,,566,0.1244,1,1,41.0,,13.0,,TBL1X,0.12644864906596573,0.010631220876,0.08558654383200001,1.0,0.0,purifying
TBL1X,GorGor,PonPyg,0.0417,,0.0008,,566,0.0197,1,1,20.0,,1.0,,TBL1X,0.020870802800261008,0.000824703847,0.04167456857,1.0,0.0,purifying
TBL1X,GorGor,PonAbe,0.0396,,0.0008,,566,0.0207,1,1,19.0,,1.0,,TBL1X,0.022018582946644744,0.000824703847,0.039605830438,1.0,0.0,purifying
TBL1X,GorGor,SymSyn,0.0522,,0.0008,,566,0.0157,1,1,25.0,,1.0,,TBL1X,0.016538673382863932,0.000824492972,0.05206640861000001,1.0,0.0,purifying
TBL1X,GorGor,MacFas,0.0898,,0.0041,,566,0.0457,1,1,43.0,,5.0,,TBL1X,0.04672874029411918,0.004097569323,0.08975753757600001,1.0,0.0,purifying
TBL1X,PonPyg,PonAbe,0.0021,,0.0,,566,0.0,1,1,1.0,,0.0,,TBL1X,0.0,0.0,0.002070191756,0.6322,0.3678,nonsignificant
TBL1X,PonPyg,SymSyn,0.0334,,0.0,,566,0.0,1,1,16.0,,0.0,,TBL1X,0.0,0.0,0.033378993945000004,1.0,0.0,purifying
TBL1X,PonPyg,MacFas,0.0711,,0.0033,,566,0.0462,1,1,34.0,,4.0,,TBL1X,0.04752665555632063,0.003272557999,0.070969852762,1.0,0.0,purifying
TBL1X,PonAbe,SymSyn,0.0355,,0.0,,566,0.0,1,1,17.0,,0.0,,TBL1X,0.0,0.0,0.035450552229,1.0,0.0,purifying
TBL1X,PonAbe,MacFas,0.0732,,0.0033,,566,0.0448,1,1,35.0,,4.0,,TBL1X,0.04613559772209031,0.003272557999,0.07304393479999999,1.0,0.0,purifying
TBL1X,SymSyn,MacFas,0.0669,,0.0033,,566,0.049,1,1,32.0,,4.0,,TBL1X,0.05051064109510765,0.003271703086,0.066897515245,1.0,0.0,purifying
PonAbe_PonPyg_cluster1,PonPyg,PonAbe,0.0134,0.0127,0.0139,0.0062,127,1.0367,8,7,1.4643,1.3878,3.7857,1.6918,VCX,1.2227913073776666,0.013912594018214286,0.013419004937321429,0.459,0.541,nonsignificant
VCX,PanTro,HomSap,0.0317,0.0114,0.0669,0.0264,133,2.1144,10,4,3.6375,1.307,19.0125,7.5207,VCX,2.54422510082646,0.066861761046875,0.031789403231425,0.02,0.98,positive
VCX,PanTro,PanPan,0.0168,0.0195,0.0341,0.039,133,2.0327,10,16,1.9375,2.252,9.65,11.052,VCX,2.252682335381186,0.03399179266535625,0.01680040599173125,0.009,0.991,positive
VCX,PanTro,GorGor,0.064,0.0138,0.0801,0.0191,133,1.2527,10,4,7.4333,1.6052,22.6667,5.4134,VCX,1.3924343827827002,0.0800129955213,0.06397721191027499,0.2386,0.7614,nonsignificant
VCX,PanTro,SymSyn,0.1331,0.0173,0.1747,0.0075,133,1.3119,10,5,15.5767,2.033,49.2633,2.1254,VCX,1.3728996946183236,0.17458819015172,0.1337152476289,0.121,0.879,nonsignificant
VCX,HomSap,PanPan,0.0352,0.0117,0.0709,0.0256,133,2.0177,4,16,4.0469,1.3458,20.1406,7.291,VCX,2.3307175209910294,0.07092001404117189,0.03532269713084375,0.0191,0.9809,positive
VCX,HomSap,GorGor,0.0616,0.0148,0.0787,0.018,133,1.2777,4,4,7.125,1.7027,22.3125,5.1284,VCX,1.4228821140434753,0.078524720589125,0.0615931295710625,0.2327,0.7673,nonsignificant
VCX,HomSap,SymSyn,0.1302,0.0126,0.1578,0.0087,133,1.2123,4,5,15.1583,1.4625,44.5917,2.4794,VCX,1.2727261499622182,0.1577482156174,0.13067904745725,0.2144,0.7856,nonsignificant
VCX,PanPan,GorGor,0.0658,0.0163,0.0816,0.016,133,1.2392,16,4,7.6602,1.8947,23.0586,4.5501,VCX,1.3658473782594793,0.08151242945610937,0.06583665270426563,0.25,0.75,nonsignificant
VCX,PanPan,SymSyn,0.1336,0.0193,0.1788,0.0066,133,1.3386,16,5,15.649,2.2504,50.3885,1.8721,VCX,1.3995724599714872,0.178746215942575,0.1341130849958625,0.1008,0.8992,nonsignificant
VCX,GorGor,SymSyn,0.1494,0.0125,0.1392,0.0078,133,0.9316,4,5,17.5833,1.4615,39.1667,2.2341,VCX,0.9645459043960085,0.13905419893925,0.14977030551054998,0.6197,0.3803,nonsignificant
MacFas_PonAbe_PonPyg_SymSyn_cluster1,PonPyg,PonAbe,0.0,,0.0,,42,,1,1,0.0,,0.0,,TMSB,,0.0,0.0,0.0,1.0,purifying
MacFas_PonAbe_PonPyg_SymSyn_cluster1,PonPyg,SymSyn,0.0296,,0.0108,,42,0.3671,1,1,1.0,,1.0,,TMSB,0.2862993179271697,0.010947566547,0.029379206131,0.6089,0.3908,nonsignificant
MacFas_PonAbe_PonPyg_SymSyn_cluster1,PonPyg,MacFas,0.0909,,0.0538,,42,0.5914,1,1,3.0,,5.0,,TMSB,0.7776780358566472,0.054001920232999996,0.0906926836,0.7278,0.2714,nonsignificant
MacFas_PonAbe_PonPyg_SymSyn_cluster1,PonAbe,SymSyn,0.0296,,0.0108,,42,0.3671,1,1,1.0,,1.0,,TMSB,0.2862993179271697,0.010947566547,0.029379206131,0.6089,0.3908,nonsignificant
MacFas_PonAbe_PonPyg_SymSyn_cluster1,PonAbe,MacFas,0.0909,,0.0538,,42,0.5914,1,1,3.0,,5.0,,TMSB,0.7776780358566472,0.054001920232999996,0.0906926836,0.7278,0.2714,nonsignificant
MacFas_PonAbe_PonPyg_SymSyn_cluster1,SymSyn,MacFas,0.0603,,0.0646,,42,1.0718,1,1,2.0,,6.0,,TMSB,1.2455732941561102,0.064966350029,0.06029573842799999,0.4367,0.562,nonsignificant
TMSB15A,PanTro,HomSap,0.0555,0.0454,0.005,0.0058,45,0.0909,2,2,2.0,1.633,0.5,0.5774,TMSB,0.12204453470918683,0.005050196071500001,0.05541101355024999,0.9763,0.0237,purifying
TMSB15A,PanTro,PanPan,0.0554,0.0454,0.0101,0.0083,45,0.1825,2,2,2.0,1.633,1.0,0.8165,TMSB,0.24655151618113763,0.01017805227325,0.055283553065,0.9539,0.0461,purifying
TMSB15A,PanTro,GorGor,0.0694,0.0481,0.005,0.0058,45,0.0727,2,2,2.5,1.7321,0.5,0.5774,TMSB,0.09661128196289137,0.005050196071500001,0.06905956330875,0.9896,0.0104,purifying
